PERSON_ID,RECRUIT_ID,LABEL
627,278,0
628,131,0
629,117,0
630,67,0
631,113,0
632,46,0
633,279,0
634,280,0
635,59,1
636,44,0
637,281,0
638,77,0
639,10,0
640,89,0
641,282,0
642,137,1
643,127,0
644,32,0
645,8,0
646,147,0
647,174,0
648,28,0
649,77,0
650,147,0
651,283,1
311,110,0
652,282,0
653,124,1
654,124,0
655,267,0
656,182,0
657,69,0
658,234,0
659,214,0
660,284,0
661,56,0
662,244,0
663,147,0
664,40,0
665,99,0
666,210,0
667,193,0
668,3,0
669,121,0
670,28,0
671,285,0
672,91,0
673,76,1
674,21,0
675,286,0
676,155,0
677,74,0
678,68,0
679,5,0
680,161,0
681,41,0
682,146,0
683,253,0
684,180,0
685,37,0
686,84,0
687,287,0
688,92,0
689,87,0
690,99,0
691,219,0
692,179,0
693,75,0
694,288,0
695,289,0
696,18,0
697,68,0
698,2,0
699,30,0
700,26,0
701,290,0
391,60,0
702,32,0
703,271,0
704,4,0
705,124,0
706,199,0
707,291,1
708,17,0
709,26,0
710,3,0
520,221,0
458,292,0
711,67,0
712,293,0
713,0,0
714,228,0
715,30,0
716,100,0
365,294,0
427,49,0
717,21,0
718,79,0
719,127,0
720,34,0
721,97,0
722,295,0
723,137,0
374,56,0
724,3,0
725,80,0
726,296,0
727,297,1
728,92,0
729,98,1
730,126,0
731,298,1
732,129,0
733,248,0
734,78,0
735,68,0
736,36,0
737,113,0
738,180,0
739,299,1
740,173,0
741,146,0
742,0,0
743,14,0
744,300,0
745,147,0
746,147,0
747,123,0
748,207,0
749,301,0
750,213,0
751,38,0
752,42,0
753,110,0
754,1,0
755,56,0
756,252,0
757,302,1
758,174,0
759,303,0
760,16,0
761,37,0
762,294,0
763,180,0
764,47,0
765,304,0
766,137,1
767,217,0
768,66,0
769,137,0
680,84,0
770,37,0
336,305,0
771,79,0
235,259,0
772,0,0
773,21,0
774,306,0
775,307,1
776,308,0
777,66,0
778,151,0
779,184,0
780,119,0
781,161,0
782,27,0
783,12,0
784,309,0
785,97,0
786,153,0
787,310,1
788,119,0
789,174,0
790,47,0
791,167,0
792,111,0
793,68,0
794,47,0
795,311,0
796,36,0
797,47,0
798,116,0
799,244,0
800,128,0
801,35,0
802,21,0
803,77,1
804,119,0
805,295,1
806,298,1
330,103,0
807,312,1
808,151,0
809,127,0
810,2,0
811,21,0
812,120,1
813,214,0
814,313,0
815,236,1
816,314,0
817,124,0
818,180,0
106,145,0
819,272,1
820,315,0
821,316,1
822,237,0
823,37,0
824,317,0
825,59,0
826,292,0
827,10,0
828,166,0
734,188,0
829,318,0
830,17,0
831,182,0
832,113,0
833,129,0
834,71,0
835,309,0
836,319,0
837,47,0
838,130,0
839,68,0
840,277,0
841,320,0
842,321,0
843,217,0
844,37,0
845,18,0
846,214,0
847,60,0
848,104,0
849,303,0
110,253,0
850,37,0
851,186,0
852,75,0
853,106,1
854,233,0
855,322,0
856,283,0
857,178,0
858,323,0
859,41,0
860,37,0
861,75,0
862,92,0
863,37,0
864,0,0
777,75,0
865,110,0
866,324,0
867,69,0
868,325,0
869,75,0
870,80,0
871,326,0
872,22,0
873,87,0
874,37,0
875,327,0
876,31,0
877,69,0
878,129,0
879,0,0
880,37,0
881,233,0
882,4,0
883,68,0
884,47,0
885,294,0
886,27,0
887,217,0
888,62,0
889,71,0
890,33,0
891,315,0
892,77,0
893,175,0
894,328,0
895,66,0
896,119,0
897,213,0
898,309,0
899,329,0
900,302,1
901,244,0
902,10,0
903,266,0
904,75,0
905,75,0
906,210,0
907,110,0
908,79,0
909,71,0
910,330,0
911,238,0
912,331,0
913,324,0
914,102,0
915,249,0
916,68,0
917,147,0
918,26,0
919,157,0
920,288,0
921,68,0
922,332,1
923,7,0
924,52,0
925,333,0
926,91,1
927,32,0
928,180,0
929,79,0
930,182,0
931,151,0
932,262,0
933,51,0
934,204,0
935,10,0
936,180,0
937,53,0
938,192,1
939,207,0
940,68,0
941,334,0
942,31,0
943,7,0
944,176,0
945,282,0
946,335,0
947,65,0
948,66,0
949,180,0
950,69,1
951,26,0
952,230,0
953,34,0
954,228,0
501,71,0
955,336,0
956,68,0
957,197,0
958,203,0
959,66,0
960,218,1
961,143,0
962,233,0
963,252,0
964,17,0
965,155,0
127,21,0
966,337,1
967,338,0
968,277,0
969,339,0
970,279,0
971,78,1
972,202,0
973,93,0
974,92,0
975,245,0
976,222,0
501,5,0
977,0,0
978,283,0
979,340,1
980,77,0
981,199,0
982,119,0
983,68,0
984,159,0
985,68,0
986,270,0
987,341,0
988,118,0
989,209,0
990,180,0
991,182,0
992,65,0
993,54,1
994,244,0
866,237,0
995,259,0
996,124,0
997,19,0
998,199,0
999,37,0
1000,52,0
1001,230,0
1002,180,0
1003,74,0
1004,175,1
1005,180,0
1006,119,0
469,321,0
1007,118,0
1008,71,0
1009,137,0
1010,224,0
1011,70,0
1012,69,0
1013,342,0
1014,30,0
1015,57,0
1016,248,0
1017,343,1
1018,344,0
1019,199,0
1020,37,0
1021,345,0
1022,184,0
1023,289,0
1024,68,0
281,14,0
1025,66,0
1026,133,0
1027,36,0
1028,161,0
1029,271,0
1030,71,0
1031,137,1
131,111,0
1032,40,0
1033,346,0
1034,97,0
1035,347,0
1036,348,0
1037,119,0
1038,349,0
1039,244,0
1040,28,1
1041,6,0
1042,350,0
1043,26,0
1044,14,0
1045,193,0
93,351,0
1046,0,0
1047,264,0
1048,312,1
1049,127,0
1050,176,0
1051,232,0
257,313,0
1052,3,0
1053,96,1
1054,313,0
1055,71,0
1056,91,0
1057,352,0
1058,67,0
1059,282,0
1060,248,0
1061,68,0
1062,99,0
1063,353,1
1064,354,1
1065,355,0
1066,262,0
1067,166,0
1068,22,0
1069,137,0
1070,6,0
1071,99,0
1072,134,0
1073,140,0
1074,282,1
1075,14,0
1076,17,0
1077,198,1
1078,7,0
1079,89,1
1080,46,0
1081,174,0
1082,232,0
1083,141,0
1084,7,0
1085,356,1
1086,314,0
1087,129,0
1088,282,0
1089,124,0
1090,26,0
1091,26,0
1092,92,0
1093,94,0
1094,357,0
1095,40,0
1096,66,0
1097,77,0
1098,180,0
1099,21,0
1100,91,0
1101,74,0
1102,65,0
1103,110,0
1104,127,0
1105,95,0
1106,228,0
1107,110,0
1108,26,0
1109,47,0
1110,92,0
1111,358,1
1112,102,0
1113,233,0
1114,22,0
1115,127,0
1116,171,1
1117,348,0
1118,87,0
1119,60,0
1120,37,0
1121,119,0
1122,33,0
1123,40,1
1124,22,0
1125,122,0
1126,200,0
1127,268,0
699,193,0
1128,147,0
1129,18,0
866,225,0
1130,32,0
1018,264,1
1131,60,0
1132,197,0
1133,71,0
1134,359,0
1135,2,0
1136,104,0
1137,53,0
1138,244,0
1139,47,0
1140,40,0
1141,42,0
1142,360,0
1143,119,0
1144,80,0
1145,69,0
1146,221,0
1147,210,0
767,360,0
1148,51,0
1149,275,0
1150,233,0
501,162,0
1151,193,0
1152,52,0
1153,225,0
1154,94,0
1155,361,0
68,68,0
1156,362,0
1157,129,0
1158,12,0
1159,119,0
1160,213,0
1161,363,0
110,364,0
1162,187,0
1163,99,0
1164,26,0
1165,66,0
1166,333,0
1167,48,0
1168,365,0
1169,29,1
1170,47,0
1171,34,0
1172,74,0
64,167,0
1173,127,0
472,58,1
1174,366,0
1175,151,0
1176,3,0
1177,198,1
1178,30,0
1179,252,0
1180,10,0
1181,153,0
1182,126,0
1183,102,0
1184,75,0
1185,50,0
1186,50,0
1187,87,0
1188,220,0
1189,57,0
1190,140,0
1191,63,1
1192,46,0
1193,125,0
1194,213,0
1195,150,0
1196,367,0
1197,64,0
1198,279,0
1199,59,0
1200,214,0
1201,368,1
1202,225,0
1203,141,0
1204,112,0
1205,224,0
1206,46,0
1207,3,0
1208,175,0
1209,48,0
1210,95,0
1211,204,0
1212,66,0
1213,369,0
1214,244,0
1215,129,0
1216,91,0
1217,7,0
1218,198,1
1219,307,0
1220,150,0
1221,32,0
1222,165,0
1223,333,0
1224,66,0
1225,22,0
1226,370,0
1227,87,0
1228,45,0
1229,71,0
1230,278,0
1231,175,0
1232,126,0
1233,147,0
1234,111,0
1235,97,0
1236,91,0
1237,151,0
1238,371,0
1239,63,0
1240,237,0
1241,11,0
1242,10,0
1243,285,0
1244,217,0
1245,51,0
1246,18,0
1247,49,0
1248,352,0
1249,372,0
1250,134,0
1251,175,0
1252,77,0
1253,37,0
1254,274,0
1255,62,0
1256,244,0
1257,71,0
442,147,0
1258,225,0
1259,12,0
1260,373,1
1261,180,0
1262,213,0
1263,34,0
1264,79,0
73,227,0
1265,45,0
1266,181,0
1267,19,0
1268,92,0
1269,53,0
1270,0,0
1271,33,0
1272,37,0
1273,31,1
319,37,0
1274,0,0
1275,374,0
1276,259,0
1277,21,0
1278,375,0
1279,56,0
1280,84,0
386,329,0
1281,264,1
1282,319,0
1283,376,0
1284,223,0
1285,68,0
1286,3,0
1287,71,0
1288,12,0
375,97,0
1289,137,0
127,69,0
1290,34,0
1291,68,0
1292,91,0
1293,224,0
1294,238,0
1029,37,0
1295,309,0
1296,245,1
1297,377,1
1298,247,0
1299,6,0
1300,7,0
1301,166,0
1302,295,1
1303,29,1
195,378,0
1304,71,0
1305,2,1
1306,45,0
1293,161,0
1307,18,0
1308,259,0
1309,138,0
1310,25,1
1311,165,0
1312,369,0
1313,6,0
1314,161,0
1315,21,0
1316,379,0
1317,68,0
1318,347,0
1319,3,0
1320,100,0
1321,380,0
1322,233,0
41,294,0
1323,22,0
1324,134,0
1325,194,0
1326,206,0
1327,304,0
1328,237,0
1329,233,0
1330,137,1
1331,152,0
1332,314,0
1333,334,0
1334,176,0
1335,218,0
1336,69,0
1337,381,1
1338,14,0
1339,145,0
1340,102,0
1341,165,0
1342,217,0
1343,210,0
1344,66,0
1345,19,0
1346,145,0
1347,272,1
1348,63,0
1349,245,1
1350,47,0
1351,382,0
461,134,0
554,8,0
1352,92,0
1353,45,0
1354,217,0
1355,167,0
1356,26,0
1357,211,0
1358,71,0
1359,137,1
1360,288,0
631,13,0
1361,383,0
1362,37,0
1363,317,0
1364,384,0
1365,60,0
1366,385,0
1367,59,0
1368,201,1
1369,1,0
1370,75,0
1371,76,1
1372,22,0
1373,79,0
1374,3,0
1375,275,0
1376,123,0
1377,0,0
1378,40,0
764,17,0
151,31,1
1379,8,0
1380,138,0
1381,255,0
1382,81,0
1383,9,0
1384,44,1
1385,164,0
1386,355,0
194,279,0
1387,79,0
1388,180,0
1389,386,0
1390,225,0
1391,11,0
1392,87,0
1393,40,1
1394,75,0
1395,6,0
1396,17,0
1397,37,0
1398,94,0
1399,387,0
1400,40,0
1401,252,0
1399,227,0
1402,274,0
1403,204,0
106,213,0
1404,182,0
385,244,0
168,37,0
1405,26,0
1406,91,0
1407,3,0
1408,133,0
1409,34,0
1410,68,0
1411,91,0
1412,388,0
1413,389,1
1414,34,0
1415,264,1
1416,113,0
1417,6,0
1418,56,0
1419,153,0
1420,316,1
1421,56,0
1422,102,0
1423,244,0
1424,125,0
1425,179,0
1383,180,0
1426,133,0
504,244,0
1427,26,0
1428,217,0
1429,66,0
1430,262,0
1431,224,0
1432,22,0
1433,390,0
1434,218,0
1435,164,0
1436,391,1
1437,33,0
1438,147,0
1439,392,0
1440,259,0
1441,69,1
1442,69,1
1443,124,0
1444,262,0
1010,180,0
1445,375,0
1446,270,0
1447,137,1
1448,28,0
1449,187,0
1450,393,0
1451,250,0
1452,37,0
1453,91,0
1454,37,0
1455,17,0
1456,196,0
1457,9,0
1458,279,0
1459,99,0
35,110,0
1460,0,0
1461,252,0
1462,153,0
1463,154,0
1464,182,0
270,280,1
1465,79,0
1466,237,0
1467,217,0
1468,278,0
1469,175,0
1470,71,0
1471,394,1
1472,47,0
1473,127,0
1474,133,0
1475,111,0
188,21,0
1476,94,0
1477,142,0
1478,192,1
1479,69,0
1480,17,0
1481,26,0
1482,219,0
1483,5,1
1058,244,0
1484,294,0
1485,166,0
1486,294,0
1487,14,0
1488,197,0
1489,119,0
1490,99,0
1491,180,0
1492,26,0
1493,76,1
1494,22,0
231,14,0
1495,66,0
1496,41,0
1497,307,0
1498,87,0
1499,395,1
1500,396,0
1501,76,1
1502,30,0
1503,91,0
1504,151,0
1505,195,0
1506,284,0
1507,22,0
1138,71,0
890,159,0
1508,37,0
1509,397,0
1510,51,0
1511,6,0
1512,398,1
1513,137,0
660,278,0
1514,32,0
1515,66,0
1516,26,0
1517,388,0
1518,217,0
1519,280,1
1520,261,0
1521,399,1
1522,62,0
1523,400,1
1524,41,0
1525,232,0
1526,26,0
1527,401,1
1399,248,0
1528,328,0
1529,268,0
1530,129,0
1531,161,0
1532,253,0
1533,213,0
1534,284,0
1535,120,1
1536,127,0
1537,17,0
1538,60,0
1539,26,0
628,60,0
1540,295,0
1541,301,0
1542,402,1
1543,37,0
1544,137,1
1545,403,0
1546,163,0
1547,135,0
1548,49,1
1549,298,1
1550,60,0
1551,306,0
1552,21,0
1553,68,0
1554,396,0
1555,19,0
1556,228,0
1557,404,0
1558,111,0
1559,224,0
1560,60,0
1561,67,0
1562,279,0
1563,75,0
1564,137,0
1565,241,1
1566,405,0
1567,7,0
1568,31,1
1569,88,0
103,125,0
1570,0,0
1571,220,0
1572,406,1
1573,128,0
1574,133,0
1263,71,0
1575,244,0
1576,54,1
1577,182,0
1578,123,0
494,110,0
1579,9,0
1580,217,0
1581,75,0
1582,407,0
1583,392,0
1584,18,0
1585,152,0
1586,180,0
1587,135,0
1588,6,0
880,110,0
1589,39,0
1590,12,0
1591,125,0
1592,229,0
1593,37,0
1594,12,0
1595,312,1
1596,127,0
1597,69,0
1598,75,0
1599,26,0
1600,123,0
1601,408,0
1602,55,0
1603,51,0
1604,262,0
1605,37,0
1606,277,0
1607,97,0
1608,43,0
1609,137,1
1610,71,0
1611,0,0
1612,129,0
1318,125,0
1613,124,0
1614,409,0
1615,214,0
1616,106,1
1617,142,0
1618,50,0
1619,111,0
1620,410,0
1621,37,0
648,92,0
1622,111,0
1623,244,0
1624,3,0
1625,127,0
1626,213,0
1627,411,0
1628,133,0
145,412,0
1629,60,0
1630,317,0
1631,88,0
1632,153,0
1633,174,0
1634,225,0
1635,42,0
1636,161,0
1637,296,0
1638,86,1
1639,157,0
1640,120,1
1641,150,0
1642,129,0
1643,217,0
1644,26,0
1645,6,0
1646,4,0
1647,60,0
1434,22,0
1648,68,0
1649,41,0
1650,248,0
1651,411,0
1652,137,1
1653,3,0
1654,99,0
1655,413,0
1656,60,1
1657,234,0
1658,159,0
1659,153,0
1660,111,0
1661,244,0
1662,181,0
1663,31,1
1664,226,0
1126,414,0
1665,198,1
1666,182,0
165,47,0
1667,21,0
1668,152,0
1669,251,0
1670,131,0
1671,259,0
1672,415,0
1673,244,0
1674,235,0
1675,238,0
1676,250,0
1677,130,0
1678,371,0
1679,230,0
1680,238,0
1681,416,1
1682,283,0
1683,150,0
1684,166,0
1685,116,0
1686,180,0
460,134,0
1687,97,0
1688,333,0
1689,125,0
1690,92,0
1691,182,0
1692,111,0
1693,380,0
1694,68,0
1184,417,0
1695,153,1
1696,236,1
1697,418,0
1698,391,1
839,393,0
1699,419,0
1700,199,0
1701,153,0
1702,17,0
1703,113,0
1704,79,0
1705,100,0
1706,126,0
1707,157,0
1708,86,0
1709,187,0
1710,75,0
1711,182,0
1712,2,1
1713,22,0
1714,122,0
1715,37,0
1716,295,1
1717,159,0
1718,30,0
1719,56,0
1720,283,0
25,420,0
1721,380,0
728,9,0
1722,253,0
1723,67,0
1247,60,0
1724,26,0
1725,46,0
1726,119,0
1727,59,0
1728,58,1
1729,259,0
1730,93,0
1731,40,0
1732,0,0
1733,67,0
1734,98,1
1735,113,0
1736,252,0
1737,62,0
1738,49,0
1739,317,0
1740,47,0
1741,56,0
1742,27,0
1743,34,0
1744,282,0
1745,233,0
1746,2,1
1747,152,0
1748,421,1
1749,77,0
928,422,0
1750,26,0
1751,388,0
676,3,0
1752,218,0
1753,164,0
1754,173,0
1755,214,0
1756,301,0
1757,157,0
1758,262,0
1759,79,0
1760,233,0
1399,313,0
1761,16,0
1762,321,0
1280,147,0
1763,39,0
1764,62,0
1722,207,0
1486,5,0
1765,37,0
1766,89,0
1767,124,0
1768,157,0
1769,253,0
1770,147,0
1771,125,0
1772,0,0
1773,153,0
1774,364,0
1775,152,0
1776,3,0
1564,70,0
1777,79,0
1778,22,0
1779,102,0
1780,423,1
1781,22,0
1511,213,0
1782,424,0
1783,150,0
1784,268,0
1785,157,0
1786,36,0
1787,425,0
1788,21,0
1789,323,0
1790,76,1
1791,180,0
1792,14,0
1793,203,0
1794,178,0
1795,0,0
1796,68,0
1797,95,0
1798,410,0
1799,321,0
1800,239,0
1530,224,0
1801,87,0
1802,12,0
1803,34,0
1630,53,0
1804,283,0
1805,345,0
1806,233,0
1807,68,0
1808,2,1
1809,17,0
1810,408,0
1811,225,0
1812,77,0
1813,43,0
1814,57,0
1815,60,0
1816,34,0
1817,0,0
1818,280,0
1819,31,0
1778,47,0
1820,287,0
1821,37,0
1822,83,0
1823,249,0
1824,80,0
1825,123,0
1826,115,0
1827,133,0
1828,0,0
1829,165,0
1830,351,0
1831,22,0
552,182,0
1832,97,0
765,242,0
1833,50,0
1834,259,0
1835,68,0
1836,175,0
1837,137,1
1838,426,0
1839,98,1
1840,124,0
1841,137,0
1842,315,0
1041,267,0
1843,223,0
440,210,0
1844,87,0
1845,34,0
1107,37,0
1846,35,0
1847,26,0
1848,295,0
1849,17,0
1850,400,1
1851,63,0
1852,242,0
1853,264,1
1854,37,0
1855,37,0
1856,45,0
1857,226,0
1858,126,0
1859,147,0
1860,2,0
1861,270,0
1862,427,0
1863,170,1
1864,182,0
1865,71,0
699,267,0
1866,428,0
1867,308,0
1868,238,0
1869,147,0
1870,180,0
1871,70,0
1872,84,0
1873,309,0
1874,410,0
1875,103,0
1876,21,0
1877,16,0
1878,217,0
1879,22,0
1880,212,0
1881,89,0
1882,137,1
1883,217,0
195,7,0
1884,284,0
1885,37,0
1886,108,1
1887,338,0
1888,67,0
907,243,0
1889,397,0
1819,137,0
1890,21,0
1891,36,0
1892,134,0
1893,429,0
1894,133,0
1895,153,0
1896,298,0
1897,182,0
1322,0,0
1898,377,1
1899,32,0
1900,199,0
1901,106,1
1902,97,0
1903,151,0
1904,38,0
1905,26,0
1906,245,0
1907,99,0
1908,288,0
1909,26,0
1910,53,0
1911,430,0
1912,37,0
1913,137,0
1914,46,0
1915,47,0
1916,130,0
1917,317,0
1918,362,0
1919,37,0
1920,3,0
1921,26,0
1922,431,0
1923,432,1
1924,433,0
1458,153,0
68,34,0
1925,0,0
1926,193,0
1927,213,0
1928,50,0
203,175,0
1929,47,0
1930,71,0
1931,50,0
1932,127,0
1933,319,0
1934,27,0
1935,97,0
1936,37,0
1937,137,0
1938,360,0
1929,44,0
1939,314,0
676,97,0
1940,434,0
1941,21,0
1942,21,0
1943,133,0
1944,0,0
1945,37,0
1946,71,0
1947,41,0
1948,410,0
1949,213,0
1760,313,0
1950,7,0
1951,435,1
1952,76,1
1953,30,0
1073,234,0
1954,389,1
1955,97,0
1956,222,0
1673,71,0
1957,51,0
1958,111,0
1959,22,0
1960,193,0
1961,0,0
1962,100,0
1963,34,0
1964,99,0
1965,436,0
1966,161,0
1967,233,0
1968,124,0
1969,100,0
1970,49,0
1971,40,0
385,37,0
1972,165,0
1973,371,0
1974,56,0
1975,108,1
1976,437,0
1977,191,0
1978,66,0
1979,240,0
1980,264,1
1981,45,0
638,285,0
1982,99,0
994,8,0
1983,31,0
1984,113,0
1985,217,0
1986,147,0
1436,210,0
1987,244,0
1988,438,0
1989,14,0
1990,439,1
1991,327,0
1992,46,0
1993,76,1
780,263,0
374,47,0
1994,152,0
1995,267,0
1996,66,0
1997,388,0
1998,47,0
1999,386,0
2000,330,0
939,377,0
2001,137,0
2002,377,1
2003,37,0
2004,137,0
2005,7,0
2006,379,0
2007,17,0
2008,285,0
2009,293,0
2010,34,0
2011,300,0
2012,8,0
2013,112,0
2014,79,0
2015,62,0
2016,16,0
2017,92,0
2018,252,0
2019,66,0
2020,55,0
